ID,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Expected Date,Groups With Access Code,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
1432,BD,MAPCO Mart #3408,1301 Murfreesboro,Franklin,TN,37064,E,,Public,B20,,,,,,,,,200-8,35.91561,-86.828391,,,,,
1433,ELEC,Virginia Museum of Transportation,303 Norfolk Ave SW,Roanoke,VA,24016,E,,Public - Credit card at all times,,,,,1,,,,,GPS,37.272917,-79.945869,,,,,J1772
1434,BD,Beaufort County - North Carolina DOT,803 Grimes Rd,Washington,NC,27889,E,,Private - Government only,B20,,,,,,,,,200-8,35.5665669,-77.0787059,,,,,
1435,ELEC,BEAM CHARGING,860 5th Ave,New York,NY,10065,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.769134,-73.968707,,,,,J1772
1436,ELEC,Building F,7203 E Sundown Ct,Frederick,MD,21702,E,,Public,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.455196,-77.416746,,,,,J1772
1437,CNG,Metropolitan Utilities District - I-80 Fuels,5318 L St,Omaha,NE,68117,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,41.212819,-95.997,,HD,,,
1438,E85,Cannon Air Force Base,114 E Perimeter Rd,Cannon AFB,NM,88103,E,,Private - Government only,,,,,,,,,,GPS,34.3996848,-103.3020444,,,,FALSE,
1439,ELEC,Ralph's,5601 Wilshire Blvd,Los Angeles,CA,90036,E,,Public,,,,,,,2 LP Inductive,,,200-8,34.062928,-118.350951,,,,,
1440,HY,UofTexas Austin,10100 Burnet Road EME 133,Austin,TX,78758,E,,Private,,,,,,,,,,200-8,30.384515,-97.72385,,,,,
1441,BD,Marine Corps Air Ground Combat Center,Rainbow Canyon Rd & Boonies Blvd,Twentynine Palms,CA,92278,E,,Private - Government only,B20,,,,,,,,,GPS,34.249661,-116.073153,,,,,
1442,ELEC,NATIONAL GRID,22050 Rt 11,Watertown,NY,13601,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.994817,-75.901747,,,,,J1772
1443,ELEC,PRIME ST GRILLE,4680 Crain Hwy,White Plains,MD,20695,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.583313,-76.948967,,,,,NEMA520 J1772
1444,ELEC,350GREEN,15 S Orchard Dr,Park Forest,IL,60466,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.4841369,-87.683499,,,,,J1772
1445,LNG,Clean Energy - Caldwell Flying J #638,3512 Franklin Rd,Caldwell,ID,83605,P,6/15/14,PLANNED - not yet accessible (Public - Card key at all times),,,,,,,,,,200-8,43.6616095,-116.6544959,,HD,,,
1446,E85,Bruning Food Mart - Valentino's Express - Shell,6206 State Spur 85C,Bruning,NE,68322,E,,Public - Credit card after hours,,,,,,,,,,GPS,40.336208,-97.574597,,,,FALSE,
1447,LPG,Northern Energy,4509 152nd St NE,Marysville,WA,98271,E,,Public,,,,,,,,,,200-8,48.134269,-122.169311,,,FALSE,,
1448,ELEC,Electric Power Research Institute (EPRI) - Palo Alto ,3420 Hillview Ave,Palo Alto,CA,94304,E,,Private,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.3975017,-122.1447921,,,,,NEMA520 J1772
1449,CNG,Clean N' Green - Waste Management,1392 E Commercial Row,Reno,NV,89512,P,5/12/14,PLANNED - not yet accessible (Public - Credit card at all times),,Q,3600,,,,,,,200-8,39.531427,-119.7953083,,HD,,,
1450,CNG,Airport Clark,5979 S Howell Ave,Milwaukee,WI,53207,E,,Public - Credit card after hours,,Q,3000 3600,,,,,,,200-8,42.935796,-87.910304,,MD,,,
1451,ELEC,Top Food & Drug,1313 Cooper Point Rd SW,Olympia,WA,98502,E,,Public,,,,2,,,,,,200-8,47.034293,-122.940661,,,,,NEMA520
1452,ELEC,Fairfield Mitsubishi,421 Tunxis Hill Rd,Fairfield,CT,6825,E,,Public,,,,,1,,,,,200-8,41.1768546,-73.2306361,,,,,J1772
1453,LPG,U-Haul,6403 Martin Luther King Jr Way S,Seattle,WA,98118,E,,Public,,,,,,,,,,200-8,47.5450505,-122.2853229,,,TRUE,,
1454,ELEC,Smith Haven Mitsubishi,827 Jericho Tpk,St. James,NY,11780,E,,Public,,,,,1,,,,,200-8,40.8613738,-73.1468465,,,,,J1772
1455,E85,Central Arkansas Veterans Healthcare System,2000 Fort Roots Dr,Little Rock,AR,72217,E,,Private,,,,,,,,,,GPS,34.77456,-92.2925,,,,FALSE,
1456,LPG,B & S Propane Co,160 Gibbs St,New Waverly,TX,77358,E,,Public - Call ahead,,,,,,,,,,200-8,30.5375281,-95.482772,,,FALSE,,
1457,LPG,U-Haul,23917 US Highway 19 N,Clearwater,FL,33765,E,,Public,,,,,,,,,,200-8,27.990264,-82.728711,,,FALSE,,
1458,LPG,Ciudad Motel & Trailer,50620 Mesa Verde,King City,CA,93930,E,,Public,,,,,,,,,,200-8,36.1886434,-121.0762522,,,FALSE,,
1459,ELEC,Elk Grove Kia,8480 Laguna Grove Dr,Elk Grove,CA,95758,E,,Public,,,,,1,,,,,GPS,38.40553,-121.391,,,,,J1772
1460,ELEC,Jim's Thriftway,660 S Main St,Banks,OR,97106,E,,Public,,,,,1,1,,AeroVironment Network,http://evsolutions.avinc.com/services/subscriber_network/,200-8,45.6105424,-123.1140402,,,,,J1772 CHADEMO
1461,ELEC,NEVA,250 Bell St,Reno,NV,89503,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.5260708,-119.8212097,,,,,NEMA520 J1772
1462,ELEC,HP P&R,2548 Hogum Bay Rd NE,Olympia,WA,98516,E,,Public,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,47.0666095,-122.7648626,,,,,NEMA520 J1772
1463,E85,Sunol Super Stop,3004 Andrade Rd,Sunol,CA,94586,E,,Public - Credit card after hours,,,,,,,,,,200-8,37.5683782,-121.8837987,,,,FALSE,
1464,ELEC,ARROWHEAD,7900 Nova Dr,Davie,FL,33324,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.0903339,-80.2523785,,,,,J1772
1465,ELEC,Mentor Nissan,6960 Center St,Mentor,OH,44060,E,,Private,,,,,1,,,,,200-8,41.682015,-81.340459,,,,,J1772
1466,ELEC,MGE,1611 Aspen Commons,Middleton,WI,53562,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.0912132,-89.5288391,,,,,NEMA520 J1772
1467,ELEC,"Walgreens - Highlands Ranch, CO #5538",6650 Timberline Rd,Highlands Ranch,CO,80130,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.541897,-104.912248,,,,,J1772
1468,ELEC,Kwik Trip #857,10750 W Speedway Dr,Franklin,WI,53132,E,,Public,,,,1,,,,,,200-8,42.9255618,-88.0516299,,,,,NEMA520
1469,ELEC,White Sands Test Facility,12600 Nasa Rd,Las Cruces,NM,88004,E,,Private - Government only,,,,,,,,,,GPS,32.462139,-106.614,,,,,
1470,ELEC,Forest Grove Light & Power,1818 B Street,Forest Grove,OR,97116,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,45.517567,-123.116183,,,,,J1772
1471,ELEC,CITY OF DETROIT,1600 Woodward Ave,Detroit,MI,48226,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.339149,-83.048705,,,,,J1772
1472,ELEC,EVPASS,150 East Locust St,Rome,NY,13440,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.223629,-75.4469604,,,,,J1772
1473,LPG,Heetco Inc,109 W Main St,Lewistown,MO,63452,E,,Public - Call ahead,,,,,,,,,,GPS,40.0860457,-91.8159872,,,FALSE,,
1474,ELEC,Suburban Plaza Shopping Center,2559 North Decatu Rd,Decator,GA,30033,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.791385,-84.287719,,,,,J1772
1475,ELEC,The Harbor on Crescent Bay,9799 Lakeside Rd,Brainerd,MN,56401,E,,Public - Call ahead,,,,1,,,,,,200-8,46.299467,-94.064645,,,,,NEMA1450
1476,ELEC,University of Louisville - Belknap Parking Garage,2205 S Floyd St,Louisville,KY,40208,E,,Public - Card key at all times,,,,,6,,,,,GPS,38.2158706,-85.7548686,,,,,J1772
1477,LPG,AmeriGas,4987 Shoreline Dr,Ketchikan,AK,99901,E,,Public - Call ahead,,,,,,,,,,200-8,55.3730279,-131.723644,,,FALSE,,
1478,CNG,Reno Partners - Conoco,3701 W Reno Ave,Oklahoma City,OK,73107,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,35.4645494,-97.5832783,,HD,,,
1479,LPG,ARRO AutoGas,12685 Foothill Blvd,Sylmar,CA,91342,E,,Public - Card key at all times,,,,,,,,,,200-8,34.290286,-118.411167,,,TRUE,,
1480,ELEC,Cisco RTP 9,7100-9 Kit Creek Road,Research Triangle Park,NC,27709,E,,Public - Card key at all times,,,,,3,,,SemaCharge Network,http://www.semacharge.com/,GPS,35.8583629,-78.8770102,,,,,J1772
1481,ELEC,BE01,175 Main St,Burlington,VT,5401,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.4758815,-73.2122328,,,,,NEMA520 J1772
1482,BD,Shaw Air Force Base,784 Fighting Falcon St,Sumter,SC,29152,E,,Private - Government only,B20,,,,,,,,,200-8,33.982511,-80.471581,,,,,
1483,ELEC,California State University Channel Islands,1 University Dr,Camarillo,CA,93012,E,,Public,,,,,4,,,,,200-8,34.165363,-119.0451473,,,,,J1772
1484,ELEC,BMW OF DARIEN,138-142 Ledge Rd,Darien,CT,6820,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.072882,-73.4764687,,,,,J1772
1485,ELEC,350GREEN,5829 Lakewood Blvd,Lakewood,CA,90712,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.8612006,-118.1429602,,,,,J1772
1486,ELEC,"EAI, Inc.",1337 E. Washington,Phoenix,AZ,85034,E,,Public,,,,,1,2,,Blink Network,http://www.blinknetwork.com/,GPS,33.447952,-112.0525739,,,,,CHADEMO J1772
1487,LPG,U-Haul,369 N Irby St,Florence,SC,29501,E,,Public,,,,,,,,,,200-8,34.202036,-79.769085,,,FALSE,,
1488,CNG,Salem-Keizer Transit,3170 Del Webb Ave NE,Salem,OR,97301,E,,Private,,Q,3600,,,,,,,200-8,44.9710567,-123.01757,,HD,,,
1489,ELEC,Jeff Wyler Nissan Fairfield,5829 Dixie Hwy,Fairfield,OH,45014,E,,Public - Call ahead,,,,,1,,,,,200-8,39.329091,-84.5172709,,,,,J1772
1490,CNG,CNG America - Lehi,160 N 850 E,Lehi,UT,84043,E,,Public - Credit card at all times,,Q,3000 3600,,,,,,,200-8,40.389808,-111.835378,,HD,,,
1491,BD,Catawba County - North Carolina DOT,1302 Prison Camp Rd,Newton,NC,28658,E,,Private - Government only,B20,,,,,,,,,200-8,35.6158715,-81.210453,,,,,
1492,ELEC,CITY MOORPARK,100 W High St,Moorpark,CA,93021,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.2852836,-118.8831845,,,,,NEMA520 J1772
1493,ELEC,ATC,2122 Central St,Evanston,IL,60201,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.0641928,-87.7031652,,,,,J1772
1494,E85,Thorntons #34,605 Lyndon Ln,Louisville,KY,40222,E,,Public,,,,,,,,,,200-8,38.2592349,-85.603814,,,,FALSE,
1495,LPG,U-Haul,380 N State St,Hemet,CA,92543,E,,Public,,,,,,,,,,200-8,33.752769,-116.97135,,,FALSE,,
1496,ELEC,Montrose Nissan,1455 N Hermitage Rd,Hermitage,PA,16148,E,,Private,,,,,1,,,,,200-8,41.2465001,-80.4497588,,,,,J1772
1497,ELEC,IRVINE CO OFC,4660 La Jolla Village Dr,San Diego,CA,92122,E,,Public,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,32.874505,-117.206998,,,,,J1772
1498,CNG,Clean Energy - City of Glendale,1761 Gardena Ave,Glendale,CA,91204,E,,Public - Credit card at all times,,Q,3000 3600,,,,,,,GPS,34.123589,-118.258046,,HD,,,
1499,BD,Piedmont Biofuels - Edible Earthscapes,37 Thomas Ln,Moncure,NC,27559,E,,Public - Card key at all times,B99.9,,,,,,,,,200-8,35.6555174,-79.1271929,,,,,
1500,E85,Naval Station - Everett - Piers,2000 W Marine View Dr,Everett,WA,98207,E,,Private - Government only,,,,,,,,,,200-8,47.9921595,-122.2140335,,,,FALSE,
1501,HY,Shell JFK,Bldg 141 Federal Circle JFK International Airport,Jamaica,NY,11430,E,,Private,,,,,,,,,,200-8,40.656772,-73.810003,,,,,
1502,LPG,Blossman Gas Inc,2161 Dellwood Rd,Waynesville,NC,28786,E,,Public - Call ahead,,,,,,,,,,200-8,35.527915,-83.001846,,,TRUE,,
1503,LPG,Heritage Propane,6354 Bluff Rd,Washington,MO,63090,E,,Public - Call ahead,,,,,,,,,,200-8,38.5729915,-91.0607586,,,FALSE,,
1504,ELEC,Wilsonville Town Center,8255 SW Wilsonville Road,Wilsonville,OR,97070,E,,Public,,,,,1,2,,Blink Network,http://www.blinknetwork.com/,GPS,45.303012,-122.761705,,,,,CHADEMO J1772
1505,CNG,City of Gastonia,800 N Broad St,Gastonia,NC,20854,E,,Private,,T,3000,,,,,,,GPS,35.27415,-81.177378,,HD,,,
1506,BD,City of Phoenix - Fire Station #35,646 E Paradise Ln,Phoenix,AZ,85022,E,,Private,B20,,,,,,,,,200-8,33.6333198,-112.0658377,,,,,
1507,LPG,Northern Energy,101 Missouri Ave,Deer Lodge,MT,59722,E,,Public,,,,,,,,,,200-8,46.39911,-112.738062,,,FALSE,,
1508,ELEC,Warner Nissan,1060 Bright Rd,Findlay,OH,45840,E,,Public - Call ahead,,,,,1,,,,,200-8,41.0565548,-83.606348,,,,,J1772
1509,LPG,Austin Independent School District,7105 Berkman Dr,Austin,TX,78752,E,,Private,,,,,,,,,,200-8,30.3238869,-97.6895985,,,,,
1510,LPG,Phillips Energy Inc,2586 George Washington Memorial Hwy,Hayes,VA,23072,E,,Public,,,,,,,,,,200-8,37.280021,-76.50378,,,TRUE,,
1511,LPG,U-Haul,397 Route 18 S,East Brunswick,NJ,8816,E,,Public,,,,,,,,,,200-8,40.4485021,-74.3969062,,,TRUE,,
1512,ELEC,Galesburg Nissan,120 N Broad St,Galesburg,IL,61401,E,,Public - Call ahead,,,,,1,,,,,200-8,40.9487409,-90.3712986,,,,,J1772
1513,ELEC,Nissan of Dubuque,600 Century Dr,Dubuque,IA,52002,E,,Private,,,,,1,,,,,200-8,42.493016,-90.725724,,,,,J1772
1514,ELEC,De Cormier Nissan,30 Tolland Tpke,Manchester,CT,6040,E,,Private,,,,,1,,,,,200-8,41.813743,-72.507773,,,,,J1772
1515,ELEC,Motorville Nissan,5515 Racetrack Rd,Sheboygan,WI,53081,E,,Private,,,,,1,,,,,200-8,43.693157,-87.757829,,,,,J1772
1516,E85,Meijer Gas #153,3820 S Western Ave,Marion,IN,46953,E,,Public,,,,,,,,,,200-8,40.522557,-85.674192,,,,FALSE,
1517,BD,Yokayo Biofuels,44440 Highway 101,Laytonville,CA,95454,E,,Public,"B99 in summer, B95 in winter",,,,,,,,,GPS,39.683803,-123.478364,,,,,
1518,ELEC,Relaxx Dry Cleaning,1105 Morena Blvd,San Diego,CA,92110,E,,Public - Card key at all times,,,,,2,,,,,GPS,32.7666977,-117.1989537,,,,,J1772
1519,LPG,Charter Fuels Inc,150 W Howard St,Manawa,WI,54949,E,,Public - Call ahead,,,,,,,,,,200-8,44.453794,-88.922016,,,FALSE,,
1520,ELEC,Nissan World of Springfield,146-162 Route 22 W,Springfield,NJ,7081,E,,Public - Call ahead,,,,,1,,,,,GPS,40.6867798,-74.3182892,,,,,J1772
1521,ELEC,"Walgreens - Feasterville, PA #7590",2 E Street Rd,Feasterville,PA,19053,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,40.1506017,-75.0022839,,,,,J1772
1522,E85,Kickapoo Quick Stop,896 Kickapoo W,Readstown,WI,54652,E,,Public - Credit card after hours,,,,,,,,,,200-9,43.445892,-90.7720373,,,,FALSE,
1523,BD,Naval Base Kitsap Bangor - Defense Energy Support Center,Building 1038 Skate St,Silverdale,WA,98315,E,,Private - Government only,B20,,,,,,,,,GPS,47.6973044,-122.6997705,,,,,
1524,LPG,4 Sons Chevron,15059 W R H Johnson Blvd,Sun City,AZ,85375,E,,Public,,,,,,,,,,200-8,33.670276,-112.388959,,,FALSE,,
1525,CNG,Love's Country Store #245,3233 SW 89th St,Oklahoma City,OK,73159,E,,Public,,Q,3600,,,,,,,200-8,35.3778024,-97.5737051,,MD,,,
1526,ELEC,KCP&L,220 SE Green,Lee's Summit,MO,64063,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9141388,-94.3763809,,,,,NEMA520 J1772
1527,ELEC,Crown Nissan of Greenville,2712 Laurens Rd,Greenville,SC,29607,E,,Private,,,,,1,,,,,200-8,34.817619,-82.341407,,,,,J1772
1528,LPG,Cumberland County - North Carolina DOT,549 Transportation Dr,Fayetteville,NC,28306,E,,Private - Government only,,,,,,,,,,GPS,35.0431575,-78.8839848,,,FALSE,,
1529,ELEC,El Rancho Market,2886 Mission Dr,Solvang,CA,93463,E,,Public,,,,,2,,,,,200-8,34.6061419,-120.1014522,,,,,J1772
1530,ELEC,Larry H Miller Nissan Englewood,5001 S Broadway,Englewood,CO,80113,E,,Private,,,,,1,,,,,200-8,39.625647,-104.988449,,,,,J1772
1531,BD,Feece Oil Co,1700 Hubbard Dr,Batavia,IL,60510,E,,Public,B100,,,,,,,,,200-8,41.858982,-88.271692,,,,,
1532,E85,American Lake Veterans Administration Medical Center,9600 Veterans Dr,Lakewood,WA,98493,E,,Private,,,,,,,,,,200-8,47.1340022,-122.5772103,,,,FALSE,
1533,LPG,U-Haul,960 Washington Rd,Washington,PA,15301,E,,Public,,,,,,,,,,200-8,40.200163,-80.2066281,,,FALSE,,
1534,BD,Greene County - North Carolina DOT,Highway 903,Maury,NC,28580,E,,Private - Government only,B20,,,,,,,,,GPS,35.477386,-77.595875,,,,,
1535,ELEC,MOLLIE STONES,100 Harbor Dr,Sausalito,CA,94965,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.866801,-122.499733,,,,,J1772
1536,ELEC,Naples Nissan,3640 Pine Ridge Rd,Naples,FL,34109,E,,Private,,,,,1,,,,,200-8,26.2100255,-81.7441206,,,,,J1772
1537,ELEC,One North Central Parking Garage,One North Central Avenue,Phoenix,AZ,85004,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.4487268,-112.0737094,,,,,J1772
1538,ELEC,SMCCD,Perimeter Rd,Burlingame,CA,94010,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.5367579,-122.3380024,,,,,J1772
1539,ELEC,City of Tacoma - Municipal Building,747 Market St,Tacoma,WA,98402,E,,Private - Government only,,,,,2,,,,,200-8,47.255852,-122.441767,,,,,J1772
1540,ELEC,Calhoun's at the Marina,4550 City Park Drive,Lenoir City,TN,37771,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.797855,-84.23441,,,,,J1772
1541,ELEC,State Line Nissan,10401 Madison Ave,Kansas City,MO,64114,E,,Public - Call ahead,,,,,1,,,,,200-8,38.9398666,-94.6024075,,,,,J1772
1542,BD,Ashe County - North Carolina DOT,SR-1131,West Jefferson,NC,27406,E,,Private - Government only,B20,,,,,,,,,GPS,36.431078,-81.515011,,,,,
1543,ELEC,Kline Nissan,3090 N Highway 61,Maplewood,MN,55109,E,,Public,,,,,2,,,,,200-8,45.0339247,-93.0445604,,,,,J1772
1544,ELEC,INDIAN HEAD,4195 Indian Head Hwy,Indian Head,MD,20640,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.5995331,-77.1644974,,,,,NEMA520 J1772
1545,E85,Roc One Stop - Russell Oil,1100 W Broadway,Johnston City,IL,62951,E,,Public,,,,,,,,,,200-8,37.816682,-88.9421761,,,,FALSE,
1546,E85,Kum & Go #631,1400 N Cliff,Sioux Falls,SD,57103,E,,Public,,,,,,,,,,200-8,43.5625485,-96.7114558,,,,FALSE,
1547,E85,Martinsburg Veterans Administration Medical Center,510 Butler Ave,Martinsburg,WV,25405,E,,Private,,,,,,,,,,200-8,39.417566,-77.911201,,,,FALSE,
1548,LPG,Boden Oil,US Highway 270,Oakwood,OK,73658,E,,Public - Call ahead,,,,,,,,,,GPS,35.9306,-98.6945,,,TRUE,,
1549,ELEC,Ward Village,1170 Auahi St,Honolulu,HI,96814,E,,Public,,,,,2,,,,,200-8,21.29353,-157.851168,,,,,J1772
1550,ELEC,CITY OF SEALBCH,120 Main St,Seal Beach,CA,90740,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.7403984,-118.1051788,,,,,J1772
1551,E85,TDOT - Region 1,7345 Region Ln,Knoxville,TN,37914,E,,Private - Government only,,,,,,,,,,200-8,36.0021741,-83.7719529,,,,FALSE,
1552,ELEC,Harold Mathews Nissan,185 Highway 76,Clarksville,TN,37043,E,,Public - Call ahead,,,,,1,1,,,,200-8,36.513006,-87.2686669,,,,,J1772 CHADEMO
1553,CNG,City of Los Angeles - Bel Air Station,11165 Missouri Ave,Los Angeles,CA,90025,E,,Private - Government only,,Q,3600,,,,,,,200-8,34.0439354,-118.4425704,,HD,,,
1554,CNG,Cadott Schools,426 Myrtle St,Cadott,WI,54727,E,,Private - Government only,,B,3000,,,,,,,200-8,44.9504718,-91.1476046,,HD,,,
1555,CNG,National Fuel - Buffalo,365 Mineral Springs Rd,Buffalo,NY,14210,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,42.860116,-78.796601,,HD,,,
1556,CNG,Metropolitan Utilities District,2615 S 64th Ave,Omaha,NE,68106,E,,Private,,Q,3600,,,,,,,200-8,41.235084,-96.012438,,MD,,,
1557,E85,Wheatland Convenience Center - PDQ 135,401 N 3rd St,Madison,WI,53704,E,,Public - Credit card after hours,,,,,,,,,,200-8,43.097997,-89.359178,,,,FALSE,
1558,ELEC,Hooman Nissan - Long Beach,1800 E Spring St,Signal Hill,CA,90755,E,,Private,,,,,1,,,,,200-8,33.8116166,-118.1695601,,,,,J1772
1559,BD,National Grid - Albany,1125 Broadway,Menands,NY,12204,E,,Private,"B20 in summer, B5 in winter",,,,,,,,,200-8,42.667569,-73.739345,,,,,
1560,ELEC,Poughkeepsie Nissan,1445 Route 9,Wappingers Falls,NY,12590,E,,Private,,,,,1,,,,,200-8,41.5872079,-73.908633,,,,,J1772
1561,E85,Speedway #6917,417 S Lincolnway,North Aurora,IL,60542,E,,Public,,,,,,,,,,200-8,41.789426,-88.320989,,,,FALSE,
1562,LPG,Rural Gas & Appliance,3354 S State Rd,Ionia,MI,48846,E,,Public - Call ahead,,,,,,,,,,200-8,42.9361369,-85.0747532,,,FALSE,,
1563,ELEC,AWNISSAN,3608 NE Auto Mall Dr,Vancouver,WA,98662,E,,Public,,,,,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,45.648181,-122.59837,,,,,CHADEMO
1564,ELEC,"Walgreens - Eugene, OR #12491",2788 River Rd,Eugene,OR,97404,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,44.1046191,-123.1318022,,,,,J1772
1565,CNG,Puget Sound Energy - Georgetown,6349 18th Ave S,Seattle,WA,98108,E,,Private,,Q,3000 3600,,,,,,,200-8,47.5463336,-122.3099071,,HD,,,
1566,ELEC,Crossroads Nissan,3305 NC Highway 87 S,Sanford,NC,27332,E,,Public - Call ahead,,,,,1,1,,,,200-8,35.3521663,-79.1089115,,,,,J1772 CHADEMO
1567,LPG,U-Haul,2960 Lafayette Rd,Indianapolis,IN,46222,E,,Public,,,,,,,,,,200-8,39.809333,-86.22093,,,TRUE,,
1568,ELEC,Southern California Edison - Rosemead Service Center,2131 Walnut Grove Ave,Rosemead,CA,91770,E,,Private,,,,2,2,,,,,GPS,34.05334473,-118.0841599,,,,,NEMA520 J1772
1569,ELEC,Kohl's Store #958 Chula Vista,1870 Main Ct,Chula Vista,CA,91911,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.592442,-117.034092,,,,,J1772
1570,E85,MFA Oil Petro-Card 24,3715 N Baltimore,Kirksville,MO,63501,E,,Public - Credit card at all times,,,,,,,,,,200-8,40.2324373,-92.5826775,,,,FALSE,
1571,LPG,Crawford's Market & Campground,7968 E National Rd,South Charleston,OH,45368,E,,Public,,,,,,,,,,200-8,39.9272769,-83.652199,,,FALSE,,
1572,ELEC,Four Seasons Maui,3900 Wailea Alanui Dr,Wailea,HI,96753,E,,Public,,,,,2,,,OpConnect,http://www.opconnect.com/,200-8,20.6802996,-156.4422177,,,,,J1772
1573,ELEC,MACOMB COLLEGE,14500 E Twelve Mile Rd,Warren,MI,48088,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.5038022,-82.9728417,,,,,NEMA520 J1772
1574,LPG,Boyd's Equipment,7154 Canyon Dr,Amarillo,TX,79109,E,,Public,,,,,,,,,,200-8,35.1337212,-101.8984636,,,TRUE,,
1575,ELEC,CARCHARGING,2220 S Interstate 35,Round Rock,TX,78681,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,30.4889641,-97.6783524,,,,,J1772
1576,ELEC,Bedford Nissan,18115 Rockside Rd,Bedford,OH,44146,E,,Public - Call ahead,,,,,1,,,,,200-8,41.401627,-81.552314,,,,,J1772
1577,ELEC,MO BOT GARDEN,4344 Shaw Blvd,St Louis,MO,63110,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.6162949,-90.2582092,,,,,J1772
1578,ELEC,777,1746-1800 Wilson Blvd,Arlington,VA,22209,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8938242,-77.0788931,,,,,J1772
1579,E85,Meijer Gas #195,6345 B Dr N,Battle Creek,MI,49014,E,,Public,,,,,,,,,,200-8,42.2610907,-85.1729814,,,,FALSE,
1580,E85,City of Englewood,2800 S Platte River,Englewood,CO,80110,E,,Private - Government only,,,,,,,,,,200-8,39.666131,-105.002287,,,,FALSE,
1581,ELEC,Toyota of Clovis,895 W Shaw Ave,Clovis,CA,93612,E,,Private,,,,,1,,,,,200-8,36.809769,-119.729683,,,,,J1772
1582,ELEC,Meridian Associates Inc,500 Cummings Ctr,Beverly,MA,1915,E,,Public,,,,,2,,,,,GPS,42.562222,-70.88959,,,,,J1772
1583,ELEC,DUKE ENERGY,300-360 N Morton St,Bloomington,IN,47404,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1685715,-86.5361328,,,,,J1772
1584,ELEC,CITY HALL,1110 West Capitol Ave,West Sacramento,CA,95691,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.582059,-121.5235079,,,,,J1772
